tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
1141098	Pseudomassariella vexata	63771042	0	live	BCR38DRAFT_327713	BCR38DRAFT_327713	TAP domain-containing protein	TAP domain-containing protein		Unknown							
2478750	Botrytis deweyae	62234445	0	live	EAE98_007672	EAE98_007672	uncharacterized protein	uncharacterized protein		Unknown							
87229	Botrytis porri	62190956	0	live	EAF01_009634	EAF01_009634	uncharacterized protein	uncharacterized protein		Unknown							
1463999	Botrytis sinoallii	62178403	0	live	EAF02_009280	EAF02_009280	uncharacterized protein	uncharacterized protein		Unknown							
139641	Botrytis byssoidea	62152704	0	live	EAE97_009116	EAE97_009116	uncharacterized protein	uncharacterized protein		Unknown							
5322	Pleurotus ostreatus	59379719	0	live	MEX67	PC9H_009901	nuclear mRNA export, poly(A)+RNA binding protein	nuclear mRNA export, poly(A)+RNA binding protein		Unknown							
2126181	Mycena indigotica	59341599	0	live	MIND_00219200	MIND_00219200	uncharacterized protein	uncharacterized protein		Unknown							
1314786	Dissoconium aciculare CBS 342.82	54360147	0	live	K489DRAFT_347153	K489DRAFT_347153	uncharacterized protein	uncharacterized protein		Unknown							
1734106	Kwoniella shandongensis	43589381	0	live	CI109_104031	CI109_104031, CI109_004083	uncharacterized protein	uncharacterized protein		7	NC_089293.1	428131	431039	plus	8		
1316788	Lachnellula hyalina	41988989	0	live	mex67	LHYA1_G008791	mRNA export factor	mRNA export factor		Unknown							
1093900	Thyridium curvatum	41968472	0	live	E0L32_001025	E0L32_001025	uncharacterized protein	uncharacterized protein		Unknown							
45607	[Candida] sorbophila	36518176	0	live	B9G98_04428	B9G98_04428	mRNA export factor mex67	mRNA export factor mex67		Unknown							
122368	Cercospora beticola	35428469	0	live	RHO25_006554	RHO25_006554, CB0940_04661	uncharacterized protein	uncharacterized protein		4	NC_088938.1	2326967	2328925	minus	1		
1295528	Tsuchiyaea wingfieldii CBS 7118	30193764	0	live	L198_04551	L198_04551	nuclear RNA export factor 1/2			Unknown							
645134	Spizellomyces punctatus DAOM BR117	27691354	0	live	SPPG_08177	SPPG_08177	uncharacterized protein	uncharacterized protein		Unknown							
569365	Cladophialophora immunda	27350321	0	live	PV07_11127	PV07_11127	uncharacterized protein	uncharacterized protein		Unknown							
253628	Verruconis gallopava	27309411	0	live	PV09_01438	PV09_01438	uncharacterized protein	uncharacterized protein		Unknown							
36651	Penicillium digitatum	26230317	0	live	Pdw03_2422	Pdw03_2422, PDIP_19940	GARP complex subunit Vps53, putative	GARP complex subunit Vps53, putative		1	NC_089384.1	326301	328606	plus	3		
1442368	Fonsecaea pedrosoi CBS 271.37	25302014	0	live	Z517_02524	Z517_02524	uncharacterized protein	uncharacterized protein		Unknown							
1041607	Wickerhamomyces ciferrii	23465164	0	live	BN7_2507	BN7_2507	mRNA export factor MEX67	mRNA export factor MEX67		Unknown							
1299270	Wallemia ichthyophaga EXF-994	20377075	0	live	J056_004123	J056_004123	mRNA export factor mex67	mRNA export factor mex67		Unknown							
1168221	Coniosporium apollinis CBS 100218	19898524	0	live	W97_01213	W97_01213	uncharacterized protein	uncharacterized protein		Unknown							
717944	Trametes versicolor FP-101664 SS1	19413169	0	live	TRAVEDRAFT_29460	TRAVEDRAFT_29460	NTF2-like protein	NTF2-like protein		Unknown							
1263415	Endocarpon pusillum Z07020	19237156	0	live	EPUS_02102	EPUS_02102	uncharacterized protein	uncharacterized protein		Unknown							
741705	Coniophora puteana RWD-64-598 SS2	19211937	0	live	CONPUDRAFT_99508	CONPUDRAFT_99508	NTF2-like protein	NTF2-like protein		Unknown							
747676	Melampsora larici-populina 98AG31	18926257	0	live	MELLADRAFT_118604	MELLADRAFT_118604	uncharacterized protein	uncharacterized protein		Unknown							
741275	Punctularia strigosozonata HHB-11173 SS5	18886561	0	live	PUNSTDRAFT_93470	PUNSTDRAFT_93470	NTF2-like protein	NTF2-like protein		Unknown							
597362	Agaricus bisporus var. burnettii JB137-S8	18824508	0	live	AGABI1DRAFT_114891	AGABI1DRAFT_114891	uncharacterized protein	uncharacterized protein		Unknown							
578457	Serpula lacrymans var. lacrymans S7.9	18819228	0	live	SERLADRAFT_467421	SERLADRAFT_467421	uncharacterized protein	uncharacterized protein		Unknown							
721885	Stereum hirsutum FP-91666 SS1	18796306	0	live	STEHIDRAFT_118506	STEHIDRAFT_118506	NTF2-like protein	NTF2-like protein		Unknown							
698441	Drepanopeziza brunnea f. sp. 'multigermtubi'	18758500	0	live	L3040_009231	L3040_009231, MBM_02565	uncharacterized protein	uncharacterized protein		Unknown							
694068	Fomitiporia mediterranea MF3/22	18677029	0	live	FOMMEDRAFT_16975	FOMMEDRAFT_16975	NTF2-like protein	NTF2-like protein		Unknown							
684364	Batrachochytrium dendrobatidis JAM81	18240796	0	live	BATDEDRAFT_35520	BATDEDRAFT_35520	uncharacterized protein	uncharacterized protein		Unknown							
261658	Cavenderia fasciculata	14874811	0	live	DFA_04663	DFA_04663	uncharacterized protein	uncharacterized protein		Unknown							
418459	Puccinia graminis f. sp. tritici CRL 75-36-700-3	10543215	0	live	PGTG_19166	PGTG_19166	uncharacterized protein	uncharacterized protein		Unknown							
5786	Dictyostelium purpureum	10507775	0	live	DICPUDRAFT_39232	DICPUDRAFT_39232	uncharacterized protein	uncharacterized protein		Unknown							
5786	Dictyostelium purpureum	10502144	0	live	DICPUDRAFT_28723	DICPUDRAFT_28723	uncharacterized protein	uncharacterized protein		Unknown							
554155	Microsporum canis CBS 113480	9227032	0	live	MCYG_06019	MCYG_06019	mRNA export factor mex67	mRNA export factor mex67		Unknown							
121224	Pediculus humanus corporis	8237855	0	live	Phum_PHUM221730	Phum_PHUM221730	Nuclear RNA export factor, putative	Nuclear RNA export factor, putative		Unknown							
6945	Ixodes scapularis	8026679	0	live	sbr		nuclear RNA export factor small bristles	nuclear RNA export factor 1		Un	NW_024609836.1	29687589	29774934	plus	24		
122368	Cercospora beticola	35429076	0	live	RHO25_007223	RHO25_007223, CB0940_05268	uncharacterized protein	uncharacterized protein		4	NC_088938.1	4130451	4131803	minus	1		
114398	Parasteatoda tepidariorum	107456009	0	live	LOC107456009		nuclear RNA export factor 1	nuclear RNA export factor 1		8	NC_092211.1	1280913	1322909	minus	25		
161013	Thrips palmi	117641971	0	live	LOC117641971		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		Un	NW_023144625.1	11524703	11532524	minus	13		
63436	Leptopilina heterotoma	122508923	0	live	LOC122508923		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		Un	NW_025111133.1	2209975	2216556	minus	10		
63436	Leptopilina heterotoma	122507321	0	live	LOC122507321		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		Un	NW_025111092.1	438980	452716	minus	9		
7445	Vespa crabro	124427421	0	live	LOC124427421		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		10	NC_060964.1	2562569	2569260	minus	10		
32391	Cotesia glomerata	123269383	0	live	LOC123269383	KQX54_004694	nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		LG7	NC_058164.1	3423502	3430608	minus	9		
32391	Cotesia glomerata	123261191	0	live	LOC123261191	KQX54_018227	nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		LG3	NC_058160.1	24648174	24650016	plus	1		
7739	Branchiostoma floridae	118422917	0	live	LOC118422917		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		1	NC_049979.1	31345559	31375594	minus	29		
7539	Leptinotarsa decemlineata	111504183	0	live	LOC111504183		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		Un	NW_019289858.1	105953	139562	plus	9		
1806994	Synchytrium microbalum	42007438	0	live	SmJEL517_g06215	SmJEL517_g06215	hypothetical protein	hypothetical protein		Unknown							
857342	Amorphotheca resinae ATCC 22711	36572542	0	live	M430DRAFT_211892	M430DRAFT_211892	hypothetical protein	hypothetical protein		Unknown							
1186058	Trichosporon asahii var. asahii CBS 2479	25986315	0	live	A1Q1_02802	A1Q1_02802	hypothetical protein	hypothetical protein		Unknown							
650164	Phanerochaete carnosa HHB-10118-sp	18915453	0	live	PHACADRAFT_252306	PHACADRAFT_252306	hypothetical protein	hypothetical protein		Unknown							
936046	Agaricus bisporus var. bisporus H97	18081693	0	live	AGABI2DRAFT_191117	AGABI2DRAFT_191117	hypothetical protein			Unknown							
336722	Zymoseptoria tritici IPO323	13396968	0	live	MYCGRDRAFT_42271	MYCGRDRAFT_42271	hypothetical protein	hypothetical protein		5	NC_018214.1	1201578	1203506	minus	1		
240176	Coprinopsis cinerea okayama7#130	6013117	0	live	CC1G_10065	CC1G_10065	hypothetical protein			4							
431895	Monosiga brevicollis MX1	5892163	0	live	MONBRDRAFT_32915	MONBRDRAFT_32915	hypothetical protein	hypothetical protein		Unknown							
7574	Lingula anatina	106173947	0	live	LOC106173947		nuclear RNA export factor 1	nuclear RNA export factor 1		Un	NW_019775572.1	94163	116584	minus	22		
148305	Pyricularia grisea	41959858	0	live	PgNI_04908	PgNI_04908	hypothetical protein	hypothetical protein		Unknown							
1043002	Aureobasidium pullulans EXF-150	40747038	0	live	M438DRAFT_342338	M438DRAFT_342338	hypothetical protein	hypothetical protein		Unknown							
1578925	Pyricularia pennisetigena	40729716	0	live	PpBr36_00218	PpBr36_00218	hypothetical protein	hypothetical protein		2	NC_043741.1	890239	892516	plus	3		
6198	Opisthorchis viverrini	20324682	0	live	T265_10514	T265_10514	hypothetical protein			Unknown							
660122	Fusarium vanettenii 77-13-4	9664445	0	live	NECHADRAFT_98811	NECHADRAFT_98811	hypothetical protein	hypothetical protein		1							
7515	Ctenocephalides felis	113378526	0	live	LOC113378526		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		Un	NW_020538040.1	56067749	56119021	minus	2		
222816	Orussus abietinus	105697774	0	live	LOC105697774		nuclear RNA export factor 1	nuclear RNA export factor 1		Un	NW_019394833.1	9931	12741	minus	10		
383855	Pseudocercospora fijiensis CIRAD86	19330296	0	live	MYCFIDRAFT_116015	MYCFIDRAFT_116015	hypothetical protein	hypothetical protein		Unknown							
717646	Baudoinia panamericana UAMH 10762	19112681	0	live	BAUCODRAFT_35355	BAUCODRAFT_35355	hypothetical protein	hypothetical protein		Unknown							
717646	Baudoinia panamericana UAMH 10762	19110101	0	live	BAUCODRAFT_23917	BAUCODRAFT_23917	hypothetical protein	hypothetical protein		Unknown							
202808	Vespa velutina	124951021	0	live	LOC124951021		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		8	NC_062195.1	6256342	6263061	plus	10		
32391	Cotesia glomerata	123269385	0	live	LOC123269385	KQX54_004685	nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		LG7	NC_058164.1	3416608	3419268	minus	2		
41895	Tribolium madens	123004969	0	live	LOC123004969		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		Un	NW_025400985.1	6088438	6090642	minus	7		
30331	Bufo gargarizans	122935534	0	live	LOC122935534		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		4	NC_058083.1	521042764	521126281	plus	21		
684658	Aphidius gifuensis	122853433	0	live	LOC122853433	HCN44_001395	nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		LG3	NC_057790.1	27176323	27180051	minus	8		
684658	Aphidius gifuensis	122851526	0	live	LOC122851526	HCN44_011390	nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		LG3	NC_057790.1	3721617	3724688	plus	8		
7888	Protopterus annectens	122791746	0	live	LOC122791746		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		1.part2	NC_056727.1	919720279	920323437	minus	8		
183418	Apis laboriosa	122720682	0	live	LOC122720682		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		Un	NW_025221248.1	1026398	1030737	minus	10		
183418	Apis laboriosa	122711683	0	live	LOC122711683		nuclear RNA export factor 2-like	nuclear RNA export factor 2-like		Un	NW_025222181.1	381740	383762	plus	2		
30213	Vespula pensylvanica	122632420	0	live	LOC122632420	H0235_011280	nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		10	NC_057694.1	2420007	2425513	minus	10		
396416	Bombus pyrosoma	122573534	0	live	LOC122573534		nuclear RNA export factor 2-like	nuclear RNA export factor 2-like		LG12	NC_057781.1	268673	271168	plus	2		
396416	Bombus pyrosoma	122566471	0	live	LOC122566471		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		LG1	NC_057770.1	847473	850748	plus	10		
561572	Frieseomelitta varia	122527854	0	live	LOC122527854	E2986_00702	nuclear RNA export factor 2-like	nuclear RNA export factor 2-like		Un	NW_025109961.1	46337	48752	minus	1		
30207	Polistes fuscatus	122521658	0	live	LOC122521658		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		Un	NW_025113124.1	226443	231111	minus	10		
30207	Polistes fuscatus	122518309	0	live	LOC122518309		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		Un	NW_025113101.1	1931836	1936212	minus	10		
30207	Polistes fuscatus	122518281	0	live	LOC122518281		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		Un	NW_025113101.1	1924322	1928334	minus	10		
935657	Colletes gigas	122399925	0	live	LOC122399925		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		Un	NW_025106644.1	5423735	5429460	minus	10		
935657	Colletes gigas	122395534	0	live	LOC122395534		nuclear RNA export factor 2-like	nuclear RNA export factor 2-like		Un	NW_025106635.1	5664134	5666172	plus	1		
1735272	Gigantopelta aegis	121371499	0	live	LOC121371499		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		4	NC_054702.1	96850009	96893534	minus	24		
72036	Lepeophtheirus salmonis	121117250	0	live	LOC121117250		nuclear RNA export factor 1	nuclear RNA export factor 1|nuclear RNA export factor 1like		5	NC_052135.2	36436583	36441236	plus	9		
8384	Bufo bufo	120999352	0	live	LOC120999352		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		4	NC_053392.1	604868678	604932040	plus	21		
7725	Styela clava	120333895	0	live	LOC120333895		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		Un	NW_024102832.1	10390558	10406670	plus	19		
41117	Pollicipes pollicipes	119094343	0	live	LOC119094343		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		Un	NW_023596420.1	28951189	28965644	plus	16		
7446	Vespa mandarinia	118440838	0	live	LOC118440838		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		Un	NW_023395839.1	2272556	2278118	minus	10		
198719	Drosophila innubila	117792204	0	live	LOC117792204		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		3R	NW_022995380.1	2446592	2451315	minus	3		
7757	Petromyzon marinus	116953378	0	live	LOC116953378		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		51	NC_046119.1	8511659	8513992	minus	5		
486640	Odontomachus brunneus	116850058	0	live	LOC116850058		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		Un	NW_022639455.1	2568099	2573031	plus	10		
42100	Phocoena sinus	116747145	0	live	LOC116747145		nuclear RNA export factor 2-like	nuclear RNA export factor 2-like		X	NC_045784.1	86631610	86639485	minus	12		
9515	Sapajus apella	116543631	0	live	LOC116543631		nuclear RNA export factor 2-like	LOW QUALITY PROTEIN: nuclear RNA export factor 2-like		Un	NW_022437131.1	1115762	1137678	minus	23		
6105	Actinia tenebrosa	116292710	0	live	LOC116292710		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		Un	NW_022259381.1	16092	33206	plus	24		
441366	Gouania willdenowi	114480416	0	live	LOC114480416		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		18	NC_041061.1	28265735	28274660	plus	7		
441366	Gouania willdenowi	114480189	0	live	LOC114480189		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		18	NC_041061.1	28303607	28306519	plus	6		
441366	Gouania willdenowi	114460679	0	live	LOC114460679		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		Un	NW_021145224.1	28569	33819	plus	6		
43146	Rhopalosiphum maidis	113551533	0	live	LOC113551533		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		2	NC_040878.1	7526748	7532514	plus	15		
143950	Sipha flava	112686433	0	live	LOC112686433	sbr	nuclear RNA export factor 1-like	nuclear RNA export factor 1-like|Nuclear RNA export factor 1		Un	NW_020272985.1	191400	203863	minus	15		
742174	Melanaphis sacchari	112601269	0	live	LOC112601269		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		Un	NW_020270366.1	18770996	18772977	minus	2		
742174	Melanaphis sacchari	112592104	0	live	LOC112592104	sbr_0	nuclear RNA export factor 1-like	nuclear RNA export factor 1-like|Nuclear RNA export factor 1		Un	NW_020270704.1	9325	14521	plus	14		
105785	Cryptotermes secundus	111864076	0	live	LOC111864076	B7P43_G10726	nuclear RNA export factor 1	nuclear RNA export factor 1		Un	NW_019726235.1	52417	79073	minus	14		
218467	Centruroides sculpturatus	111639068	0	live	LOC111639068		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		Un	NW_019385444.1	47508	71193	plus	22		
591936	Piliocolobus tephrosceles	111535994	0	live	LOC111535994		nuclear RNA export factor 2-like	LOW QUALITY PROTEIN: nuclear RNA export factor 2-like		12	NC_045445.1	51466933	51488372	minus	21		
62625	Varroa jacobsoni	111272486	0	live	LOC111272486		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		Un	NW_019213089.1	110531	120889	minus	11		
109461	Varroa destructor	111250278	0	live	LOC111250278		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		Un	NW_019211457.1	28693892	28702434	minus	11		
6565	Crassostrea virginica	111130413	0	live	LOC111130413		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		4	NC_035783.1	45053698	45067427	plus	24		
7029	Acyrthosiphon pisum	107883150	0	live	LOC107883150		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		A2	NC_042495.1	21581124	21589095	plus	3		
32264	Tetranychus urticae	107368479	0	live	LOC107368479		nuclear RNA export factor 1	nuclear RNA export factor 1		Un	NW_015449956.1	464842	468488	plus	11		
211228	Cephus cinctus	107267151	0	live	LOC107267151		nuclear RNA export factor 1	nuclear RNA export factor 1		Un	NW_014333043.1	49745	52556	plus	10		
143948	Diuraphis noxia	107168308	0	live	LOC107168308		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		Un	NW_015368779.1	25972	32486	plus	14		
37621	Priapulus caudatus	106817467	0	live	LOC106817467		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		Un	NW_014577095.1	638540	656934	plus	22		
6850	Limulus polyphemus	106466474	0	live	LOC106466474		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		Un	NW_013667881.1	26836	78152	minus	24		
12957	Atta cephalotes	105623508	0	live	LOC105623508		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		Un	NW_012130122.1	478691	486386	plus	3		
29159	Magallana gigas	105322156	0	live	LOC105322156	CGI_10021217	nuclear RNA export factor 1	nuclear RNA export factor 1		6	NC_088858.1	12567620	12580080	minus	24		
103372	Acromyrmex echinatior	105148000	0	live	LOC105148000	G5I_08154	nuclear RNA export factor 1-like	nuclear RNA export factor 1-like|Nuclear RNA export factor 1		Un	NW_011627193.1	736930	742711	minus	10		
121845	Diaphorina citri	103517914	0	live	LOC103517914		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		Un	NW_007379432.1	29334	47939	plus	5		
7029	Acyrthosiphon pisum	103310653	0	live	LOC103310653		nuclear RNA export factor 1-like	nuclear RNA export factor 1-like		X	NC_042493.1	111953054	111956482	minus	8		
225400	Myotis davidii	102770920	0	live	LOC102770920	NXF3	nuclear RNA export factor 3	nuclear RNA export factor 3		Un	NW_006299711.1	99666	109635	plus	18		
6500	Aplysia californica	101857867	0	live	LOC101857867		nuclear RNA export factor 1	nuclear RNA export factor 1		Un	NW_004797359.1	267799	293948	plus	18		
143302	Condylura cristata	101626256	0	live	LOC101626256	NXF2B	nuclear RNA export factor 2	nuclear RNA export factor 2|nuclear RNA export factor 2B		Un	NW_004567120.1	12681604	12691170	plus	19		
127582	Trichechus manatus latirostris	101345001	0	live	LOC101345001		nuclear RNA export factor 2-like	nuclear RNA export factor 2-like		Un	NW_004444157.1	309041	318542	minus	13		
9555	Papio anubis	101016566	0	live	LOC101016566		nuclear RNA export factor 2-like	LOW QUALITY PROTEIN: nuclear RNA export factor 2-like		X	NC_044996.1	50537489	50586439	minus	26		
9986	Oryctolagus cuniculus	100342837	0	live	LOC100342837		nuclear RNA export factor 2	nuclear RNA export factor 2		X	NC_091453.1	90950760	90972157	minus	22		
6087	Hydra vulgaris	100214173	0	live	LOC100214173		nuclear RNA export factor 1	nuclear RNA export factor 1		12	NC_088975.1	736736	739315	minus	2		
7029	Acyrthosiphon pisum	100162037	0	live	LOC100162037		nuclear RNA export factor 1	nuclear RNA export factor 1		A3	NC_042496.1	20030383	20037558	plus	14		
1080233	Zasmidium cellare ATCC 36951	54561020	0	live	M409DRAFT_25562	M409DRAFT_25562	hypothetical protein	hypothetical protein		Unknown							
470096	Pseudovirgaria hyperparasitica	54480390	0	live	EJ05DRAFT_152509	EJ05DRAFT_152509	hypothetical protein	hypothetical protein		Unknown							
245834	Neohortaea acidophila	54472194	0	live	BDY17DRAFT_251644	BDY17DRAFT_251644	hypothetical protein	hypothetical protein		Unknown							
574789	Mytilinidion resinicola	54458939	0	live	BDZ99DRAFT_448095	BDZ99DRAFT_448095	hypothetical protein	hypothetical protein		Unknown							
673940	Lindgomyces ingoldianus	54431015	0	live	BDR25DRAFT_305211	BDR25DRAFT_305211	hypothetical protein	hypothetical protein		Unknown							
1089451	Fusarium odoratissimum NRRL 54006	42026192	0	live	FOIG_01017	FOIG_01017	hypothetical protein	hypothetical protein		Unknown							
670580	Postia placenta MAD-698-R-SB12	36333158	0	live	POSPLADRAFT_1172986	POSPLADRAFT_1172986	hypothetical protein	hypothetical protein		Unknown							
254056	Fonsecaea monophora	34595424	0	live	AYO21_00242	AYO21_00242	hypothetical protein			Unknown							
4999	Kockovaella imperatae	33553818	0	live	BD324DRAFT_14152	BD324DRAFT_14152	hypothetical protein			Unknown							
756982	Orbilia oligospora ATCC 24927	22897654	0	live	AOL_s00188g205	AOL_s00188g205	hypothetical protein	hypothetical protein		Unknown							
1069680	Pneumocystis murina B123	19894619	0	live	PNEG_00921	PNEG_00921	hypothetical protein			Unknown							
578456	Tremella mesenterica DSM 1558	18492803	0	live	TREMEDRAFT_36536	TREMEDRAFT_36536	hypothetical protein	hypothetical protein		Unknown							
946362	Salpingoeca rosetta	16075924	0	live	PTSG_03615	PTSG_03615	hypothetical protein	hypothetical protein		Unknown							
321614	Parastagonospora nodorum SN15	5971793	0	live	SNOG_04509	SNOG_04509	hypothetical protein			Unknown							
45351	Nematostella vectensis	5510737	0	live	LOC5510737	NEMVEDRAFT_v1g244041	nuclear RNA export factor 1	nuclear RNA export factor 1|predicted protein		7	NC_064040.1	11955766	11973360	plus	24		
665079	Sclerotinia sclerotiorum 1980 UF-70	5480889	0	live	SS1G_14226	SS1G_14226	hypothetical protein			Unknown							
9544	Macaca mulatta	693880	0	live	LOC693880		nuclear RNA export factor 2-like	LOW QUALITY PROTEIN: nuclear RNA export factor 2-like		X	NC_041774.1	99191952	99201454	plus	18		
8364	Xenopus tropicalis	100490733	0	live	LOC100490733		nuclear RNA export factor 1	nuclear RNA export factor 1		5	NC_030681.2	8155616	8196343	minus	24		
9606	Homo sapiens	3842	0	live	TNPO1	IPO2, KPNB2, MIP, MIP1, TRN	transportin 1	transportin-1|M9 region interaction protein|importin 2|importin beta 2|karyopherin (importin) beta 2|karyopherin beta-2	5q13.2	5	NC_000005.10	72816661	72914388	plus	26	602901	
9606	Homo sapiens	6432	0	live	SRSF7	9G8, AAG3, SFRS7	serine and arginine rich splicing factor 7	serine/arginine-rich splicing factor 7|SR splicing factor 7|aging-associated protein 3|splicing factor 9G8|splicing factor, arginine/serine-rich 7, 35kDa	2p22.1	2	NC_000002.12	38743599	38751494	minus	9	600572	
9606	Homo sapiens	64783	0	live	RBM15	OTT, OTT1, SPEN	RNA binding motif protein 15	RNA-binding protein 15|one twenty two protein|one twenty-two|one-twenty two protein 1|putative RNA-binding protein 15	1p13.3	1	NC_000001.11	110339377	110346677	plus	3	606077	
9606	Homo sapiens	29107	0	live	NXT1	MTR2, P15	nuclear transport factor 2 like export factor 1	NTF2-related export protein 1|NTF2-like export factor 1|NTX2-like export factor1|NUTF-like export factor 1|protein p15	20p11.21	20	NC_000020.11	23350791	23354771	plus	2	605811	
9606	Homo sapiens	203228	0	live	C9orf72	ALSFTD, DENND9, DENNL72, FTDALS, FTDALS1	C9orf72-SMCR8 complex subunit	guanine nucleotide exchange factor C9orf72|guanine nucleotide exchange C9orf72|protein C9orf72	9p21.2	9	NC_000009.12	27546546	27573866	minus	12	614260	
2697049	Severe acute respiratory syndrome coronavirus 2	43740578	0	live	ORF1ab	GU280_gp01	ORF1a polyprotein;ORF1ab polyprotein	ORF1a polyprotein;ORF1ab polyprotein|2'-O-ribose methyltransferase|3'-to-5' exonuclease|3C-like proteinase|RNA-dependent RNA polymerase|endoRNAse|helicase|leader protein|nsp10|nsp11|nsp2|nsp3|nsp4|nsp6|nsp7|nsp8|nsp9			NC_045512.2	266	21555	plus	0		
9606	Homo sapiens	7503	0	live	XIST	DXS1089, DXS399E, LINC00001, NCRNA00001, SXI1, swd66	X inactive specific transcript	X inactive specific transcript (non-protein coding)|long intergenic non-protein coding RNA 1	Xq13.2	X	NC_000023.11	73820656	73852714	minus	9	314670	
9606	Homo sapiens	3837	0	live	KPNB1	IMB1, IPO1, IPOB, Impnb, NTF97	karyopherin subunit beta 1	importin subunit beta-1|PTAC97|importin 1|importin 90|importin beta-1 subunit|karyopherin (importin) beta 1|nuclear factor p97|pore targeting complex 97 kDa subunit	17q21.32	17	NC_000017.11	47649919	47685505	plus	23	602738	
9606	Homo sapiens	3181	0	live	HNRNPA2B1	HNRNPA2, HNRNPB1, HNRPA2, HNRPA2B1, HNRPB1, IBMPFD2, OPMD2, RNPA2, SNRPB1	heterogeneous nuclear ribonucleoprotein A2/B1	heterogeneous nuclear ribonucleoproteins A2/B1|HNRNPA2B1/MYC fusion|epididymis secretory sperm binding protein|hnRNP A2 / hnRNP B1|nuclear ribonucleoprotein particle A2 protein	7p15.2	7	NC_000007.14	26189927	26200746	minus	12	600124	
9606	Homo sapiens	1660	0	live	DHX9	DDX9, LKP, MRD75, NDH2, NDHII, RHA	DExH-box helicase 9	ATP-dependent RNA helicase A|DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 9|DEAH (Asp-Glu-Ala-His) box helicase 9|DEAH (Asp-Glu-Ala-His) box polypeptide 9|DEAH box protein 9|DEAH-box helicase 9|RNA helicase A|leukophysin|nuclear DNA helicase II	1q25.3	1	NC_000001.11	182839347	182887982	plus	29	603115	
10298	Human alphaherpesvirus 1	2828259	0	live	NEWENTRY		Record to support submission of GeneRIFs for a gene not in Gene (Herpes simplex virus 1; Herpes simplex virus type 1; Human herpesvirus 1; Human herpesvirus type 1; herpes simplex virus 1 HSV-1; herpes simplex virus HSV-1; herpes simplex virus type 1 HSV-1; herpes simplex virus type 1 HSV1; herpes simplex virus type-1 HSV-1).										
9606	Homo sapiens	4928	0	live	NUP98	ADIR2, NUP196, NUP96, Nup98-96	nucleoporin 98 and 96 precursor	nuclear pore complex protein Nup98-Nup96|nuclear pore complex protein Nup98|GLFG-repeat containing nucleoporin|NUP98/PHF23 fusion 2 protein|Nup98-Nup96|nucleoporin 96|nucleoporin 98kD|nucleoporin 98kDa	11p15.4	11	NC_000011.10	3675010	3797554	minus	34	601021	
